timestamp,value,pod
2023-07-11 13:00:54,986.506527,carts-7bbf9dc945-wpsd8
2023-07-11 13:01:54,986.613476,carts-7bbf9dc945-wpsd8
2023-07-11 13:02:54,987.32486,carts-7bbf9dc945-wpsd8
2023-07-11 13:03:54,988.182499,carts-7bbf9dc945-wpsd8
2023-07-11 13:04:54,989.574458,carts-7bbf9dc945-wpsd8
2023-07-11 13:05:54,991.057498,carts-7bbf9dc945-wpsd8
2023-07-11 13:06:54,992.665023,carts-7bbf9dc945-wpsd8
2023-07-11 13:07:54,995.271285,carts-7bbf9dc945-wpsd8
2023-07-11 13:08:54,998.211535,carts-7bbf9dc945-wpsd8
2023-07-11 13:09:54,1000.506666,carts-7bbf9dc945-wpsd8
2023-07-11 13:10:54,1004.250132,carts-7bbf9dc945-wpsd8
2023-07-11 13:11:54,1008.000175,carts-7bbf9dc945-wpsd8
2023-07-11 13:12:54,1011.22186,carts-7bbf9dc945-wpsd8
2023-07-11 13:13:54,1016.366747,carts-7bbf9dc945-wpsd8
2023-07-11 13:14:54,1020.891603,carts-7bbf9dc945-wpsd8
2023-07-11 13:15:54,1024.212341,carts-7bbf9dc945-wpsd8
2023-07-11 13:16:54,1029.01707,carts-7bbf9dc945-wpsd8
2023-07-11 13:00:54,5676.366747,carts-db-ff8647ccb-48ctt
2023-07-11 13:01:54,5678.464833,carts-db-ff8647ccb-48ctt
2023-07-11 13:02:54,5689.407906,carts-db-ff8647ccb-48ctt
2023-07-11 13:03:54,5704.912086,carts-db-ff8647ccb-48ctt
2023-07-11 13:04:54,5730.424999,carts-db-ff8647ccb-48ctt
2023-07-11 13:05:54,5770.405496,carts-db-ff8647ccb-48ctt
2023-07-11 13:06:54,5812.903276,carts-db-ff8647ccb-48ctt
2023-07-11 13:07:54,5858.758471,carts-db-ff8647ccb-48ctt
2023-07-11 13:08:54,5929.933367,carts-db-ff8647ccb-48ctt
2023-07-11 13:09:54,5997.886111,carts-db-ff8647ccb-48ctt
2023-07-11 13:10:54,6079.564895,carts-db-ff8647ccb-48ctt
2023-07-11 13:11:54,6165.139593,carts-db-ff8647ccb-48ctt
2023-07-11 13:12:54,6263.199106,carts-db-ff8647ccb-48ctt
2023-07-11 13:13:54,6365.254487,carts-db-ff8647ccb-48ctt
2023-07-11 13:14:54,6477.383468,carts-db-ff8647ccb-48ctt
2023-07-11 13:15:54,6597.310169,carts-db-ff8647ccb-48ctt
2023-07-11 13:16:54,6710.98168,carts-db-ff8647ccb-48ctt
2023-07-11 13:00:54,86.125917,catalogue-6479dbb5bd-nknvp
2023-07-11 13:01:54,86.178314,catalogue-6479dbb5bd-nknvp
2023-07-11 13:02:54,86.246269,catalogue-6479dbb5bd-nknvp
2023-07-11 13:03:54,86.366172,catalogue-6479dbb5bd-nknvp
2023-07-11 13:04:54,86.588833,catalogue-6479dbb5bd-nknvp
2023-07-11 13:05:54,86.81428,catalogue-6479dbb5bd-nknvp
2023-07-11 13:06:54,87.0541,catalogue-6479dbb5bd-nknvp
2023-07-11 13:07:54,87.427758,catalogue-6479dbb5bd-nknvp
2023-07-11 13:08:54,87.742472,catalogue-6479dbb5bd-nknvp
2023-07-11 13:09:54,88.141879,catalogue-6479dbb5bd-nknvp
2023-07-11 13:10:54,88.635362,catalogue-6479dbb5bd-nknvp
2023-07-11 13:11:54,89.129487,catalogue-6479dbb5bd-nknvp
2023-07-11 13:12:54,89.609821,catalogue-6479dbb5bd-nknvp
2023-07-11 13:13:54,90.141309,catalogue-6479dbb5bd-nknvp
2023-07-11 13:14:54,90.695996,catalogue-6479dbb5bd-nknvp
2023-07-11 13:15:54,91.27427,catalogue-6479dbb5bd-nknvp
2023-07-11 13:16:54,91.72734,catalogue-6479dbb5bd-nknvp
2023-07-11 13:00:54,237.120912,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:01:54,237.154472,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:02:54,237.24755,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:03:54,237.375289,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:04:54,237.573592,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:05:54,237.755833,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:06:54,238.000942,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:07:54,238.376423,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:08:54,238.64772,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:09:54,239.091995,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:10:54,239.572395,catalogue-db-6b55d8cdb7-dph5w
2023-07-11 13:11:54,240.154152,catalogue-db-6b55d8cdb7-dph5w
