Timestamp,Value,Pod
2023-07-11 13:00:54,494.966302,cj57z
2023-07-11 13:01:54,495.034187,cj57z
2023-07-11 13:02:54,495.155234,cj57z
2023-07-11 13:03:54,495.385026,cj57z
2023-07-11 13:04:54,495.54019,cj57z
2023-07-11 13:05:54,495.816266,cj57z
2023-07-11 13:06:54,496.142653,cj57z
2023-07-11 13:07:54,496.509533,cj57z
2023-07-11 13:08:54,496.81839,cj57z
2023-07-11 13:09:54,497.13156,cj57z
2023-07-11 13:10:54,497.737487,cj57z
2023-07-11 13:11:54,498.224102,cj57z
2023-07-11 13:12:54,498.470111,cj57z
2023-07-11 13:13:54,499.073071,cj57z
2023-07-11 13:14:54,499.672402,cj57z
2023-07-11 13:15:54,500.209193,cj57z
2023-07-11 13:16:54,500.892752,cj57z
